network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
AV,AMKA,BH,51.3771,179.3,116.0,600.0,manual,0.22,31.100000381469727,2822.0,manual,0.68,us1000hdlm,2018-10-09 03:57:27.390000,,49.9987,-178.6735,,,,10.0,,2.7,ml,,,1.88839,209.61,137.737,[27.20000076 25.70000076 20.70000076],[[5092.]],2018-10-09 03:57:52.490000,earthquake_local,AMKA.AV_20181009035752_EV
PB,B001,EH,48.04307,-123.13141,237.0,900.0,manual,0.95,6.860000133514404,1476.0,manual,0.0,uw10819328,2011-07-02 20:38:21.610000,,47.7912,-122.8228,0.12,56.0,0.3,20.4,0.32,1.9,md,,"[[4.0e+01 5.0e+01 1.0e+10]
 [2.9e+02 6.7e+01 1.0e+10]]",0.3265,36.28,140.7,[32.79999924 27.79999924 29.79999924],[[2065.]],2011-07-02 20:38:19.470000,earthquake_local,B001.PB_20110702203818_EV
II,ABPO,BH,-19.018,47.229,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 02:24:12,noise,ABPO.II_20180116022412_NO
PB,B018,EH,46.9795,-123.0203,10.0,600.0,manual,0.64,10.539999961853027,1425.0,manual,0.96,uw60594092,2013-09-17 20:33:12.550000,,46.68733,-122.311,,,,1.16,,0.9,md,,,0.568,63.11,121.3,[11.60000038  9.60000038  9.39999962],[[3199.]],2013-09-17 20:33:17.090000,earthquake_local,B018.PB_20130917203316_EV
CN,BFSB,HH,48.8336,-125.136,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:11:24,noise,BFSB.CN_20180115081124_NO
AV,AUI,EH,59.3345,-153.4299,293.0,400.0,manual,0.5,17.200000762939453,1743.0,manual,0.5,16328771,2011-02-07 19:27:53.35,0.57,58.5194,-152.49,1.0746,65.002,5.36951,59.01,,3.9,mb,,,0.95,105.71,329.7,[37.59999847 30.60000038 38.20000076],[[5900.]],2011-02-07 19:28:06.550000,earthquake_local,AUI.AV_20110207192805_EV
PB,B078,EH,35.8377,-120.3452,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-20 08:59:00,noise,B078.PB_201104200859_NO
CU,BBGH,BH,13.1434,-59.5588,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 03:37:42,noise,BBGH.CU_20180115033742_NO
AV,AU22,BH,59.3702,-153.3573,105.0,500.0,manual,0.62,13.916999816894531,1648.1,manual,0.71,ak16465731,2017-08-07 10:04:32.251000,,59.7154,-152.1606,,,,62.4,,1.8,ml,,,0.698,77.85,60.87,[12.10000038 13.10000038 11.30000019],[[3199.]],2017-08-07 10:04:41.168000,earthquake_local,AU22.AV_20170807100440_EV
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-24 01:04:24,noise,ARK1.7F_20100724010424_NO
HP,AMT,HH,37.5324,21.7089,482.0,900.0,manual,0.5,17.8799991607666,2269.0,autopicker,0.6,606542159,2012-09-30 02:41:35.38,0.81,38.092,22.699,1.0749,20.351,1.96603,15.87,,3.4,mb,,,0.96,107.05,234.8,[32.70000076 36.29999924 35.20000076],[[5900.]],2012-09-30 02:41:44.260000,earthquake_local,AMT.HP_20120930024143_EV
PR,AOPR,BH,18.346645,-66.753975,355.1,700.0,manual,0.93,13.43000030517578,1823.0,manual,0.09,pr14179000,2014-06-28 03:21:10.000000,,19.1708,-66.8093,0.24,288.0,4.5,18.64,8.9,2.75,md,,,0.82139,91.17,356.333,[21.39999962 20.89999962 18.        ],[[5065.]],2014-06-28 03:21:16.430000,earthquake_local,AOPR.PR_20140628032116_EV
PB,B065,EH,36.743667,-121.474167,643.0,900.0,manual,0.59,4.590000152587891,1230.0,manual,0.0,nc71995756,2013-05-22 04:25:41.430000,,36.6205,-121.23383,,,,5.81,,0.7,md,,,0.2288,25.46,122.6,[15.80000019 16.10000038 13.69999981],[[3120.]],2013-05-22 04:25:37.020000,earthquake_local,B065.PB_20130522042536_EV
PB,B058,EH,36.7995,-121.5808,114.2,700.0,manual,0.32,5.46999979019165,1109.0,manual,0.0,nc71924401,2013-01-19 02:38:20.910000,0.0,36.654,-121.279,,172.0,,7.3,0.35,2.9,md,,,0.282,31.3,121.1,[49.         50.59999847 49.29999924],[[2721.]],2013-01-19 02:38:19.380000,earthquake_local,B058.PB_20130119023819_EV
AV,AKS,EH,54.1095,-165.6987,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 09:39:36,noise,AKS.AV_20180116093936_NO
C1,BI05,HH,-36.74784,-73.19051,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 00:58:06,noise,BI05.C1_20180115005806_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,500.0,manual,0.64,3.490000009536743,766.0,manual,0.57,hv60942976,2015-05-22 08:18:42.190000,,19.33683,-155.32017,,,,3.66,,2.3,ml,,,0.1341,14.92,105.2,[53.40000153 40.70000076 48.70000076],[[2064.]],2015-05-22 08:18:40.680000,earthquake_local,AIND.HV_20150522081839_EV
PB,B065,EH,36.743667,-121.474167,643.0,900.0,manual,0.66,2.680000066757202,1110.0,manual,0.53,nc72690771,2016-09-06 09:53:48.210000,,36.6915,-121.32567,,,,4.28,,1.25,md,,,0.1306,14.47,113.7,[31.         32.40000153 28.20000076],[[2640.]],2016-09-06 09:53:41.890000,earthquake_local,B065.PB_20160906095340_EV
PB,B067,EH,36.765,-121.5655,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-30 09:06:00,noise,B067.PB_201801300906_NO
C1,AC04,HH,-28.2046,-71.0739,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 01:45:42,noise,AC04.C1_20180116014542_NO
KR,ANVS,BH,42.78611,77.667221,1864.0,700.0,manual,0.5,31.18000030517578,2990.0,manual,0.5,604103584,2013-11-05 23:02:21.42,3.22,41.7187,79.5267,1.179,260.878,,6.53,,2.9,mb,,,1.74,193.91,308.2,[10.69999981 11.10000038  7.5       ],[[5900.]],2013-11-05 23:02:45.600000,earthquake_local,ANVS.KR_20131105230244_EV
5H,ANNI,HH,37.935001,-77.9655,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 10:34:54,noise,ANNI.5H_20180115103454_NO
ZQ,AAM1,HH,-26.427,27.423,1169.9,1146.5,autopicker,0.91,5.230000019073486,1379.5,autopicker,0.61,419582,2009-02-28 14:27:04.700,1.22,-26.419,27.582,0.5,127.0,2.3,2.0,,2.4,ml,,,0.1431,15.89,86.8369,[33.90000153 34.79999924 38.20000076],[[2299.]],2009-02-28 14:26:58.465000,earthquake_local,AAM1.ZQ_20090228142657_EV
AV,ACH,BH,58.21,-155.3281,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 06:23:36,noise,ACH.AV_20180115062336_NO
TA,A21K,BH,71.3221,-156.6175,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-20 04:39:00,noise,A21K.TA_201809200439_NO
KO,BALB,HH,39.639999,27.879999,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 12:09:24,noise,BALB.KO_20180115120924_NO
ZQ,AAM2,HH,-26.473,27.491,1555.2,1004.2,autopicker,0.93,2.5199999809265137,1110.2,autopicker,0.85,407451,2007-01-01 12:47:33.100,1.5,-26.407,27.451,0.5,90.0,3.1,2.0,,2.0,ml,,,0.075,8.33,331.3748,[50.70000076 55.40000153 50.29999924],[[2432.]],2007-01-01 12:47:25.578000,earthquake_local,AAM2.ZQ_20070101124724_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 09:15:48,noise,AIND.HV_20180115091548_NO
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-25 04:40:42,noise,ARK1.7F_20100725044042_NO
AT,AKUT,BH,54.13517,-165.77185,19.2,700.0,manual,0.5,22.540000915527344,2272.0,manual,0.5,601351271,2012-07-15 01:22:13.12,1.6,52.9647,-165.4281,1.4838,168.361,8.46289,14.91,,4.3,mb,,,1.19,132.25,350.2,[40.70000076 32.59999847 28.20000076],[[5900.]],2012-07-15 01:22:28.660000,earthquake_local,AKUT.AT_20120715012227_EV
PB,B001,EH,48.04307,-123.13141,237.0,600.0,manual,0.66,6.019999980926514,1124.0,manual,0.0,uw60575812,2013-08-20 02:53:10.270000,,47.82967,-122.83117,,,,17.83,,0.6,md,,,0.2939,32.65,136.8,[19.39999962 10.30000019 15.60000038],[[3199.]],2013-08-20 02:53:10.290000,earthquake_local,B001.PB_20130820025309_EV
HL,ATH,HH,37.97384,23.71767,93.0,800.0,manual,0.5,11.380000114440918,1816.0,autopicker,0.82,16336317,2010-08-08 04:51:59.52,0.87,37.3938,23.4926,0.3887,92.308,2.80248,13.15,,2.3,ml,,,0.6,67.37,17.0,[17.89999962 19.39999962 17.60000038],[[3199.]],2010-08-08 04:52:02.900000,earthquake_local,ATH.HL_20100808045201_EV
AV,AMKA,BH,51.3771,179.3,116.0,900.0,manual,0.42,23.920000076293945,2791.0,manual,0.73,us1000d8fx,2018-03-17 11:22:50.810000,1.77,51.7978,-178.5025,0.87,162.0,,26.01,10.6,2.6,ml,,,1.43419,159.2,73.78,[20.79999924 23.10000038 16.5       ],[[3660.]],2018-03-17 11:23:05.730000,earthquake_local,AMKA.AV_20180317112305_EV
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-30 15:05:06,noise,ARK1.7F_20100730150506_NO
HT,AGG,HH,39.0211,22.336,625.0,500.0,manual,0.5,44.59999847412109,4209.0,autopicker,0.67,611644821,2015-03-23 21:57:05.40,0.93,41.335,20.2431,1.2864,26.047,2.3699,13.41,,3.4,ml,,,2.81,312.69,144.6,[17.         18.39999962 10.19999981],[[5900.]],2015-03-23 21:57:45,earthquake_local,AGG.HT_20150323215744_EV
PB,B045,EH,40.436,-123.9965,29.4,800.0,manual,0.66,8.430000305175781,1461.0,manual,0.53,nc71804391,2012-06-21 18:08:20.010000,,40.284,-124.4738333,0.18,268.0,1.15,21.9,0.67,1.87,md,NC,,0.3946,43.92,247.3,[30.10000038 31.5        30.        ],[[3100.]],2012-06-21 18:08:20.440000,earthquake_local,B045.PB_20120621180819_EV
AV,AMKA,BH,51.3771,179.3,116.0,1000.0,manual,0.6,25.540000915527344,2928.0,manual,0.76,us2000a047,2017-06-21 23:40:10.630000,,51.5547,-178.4237,,,,18.7,,3.1,ml,,,1.43491,159.28,83.771,[32.40000153 27.         28.79999924],[[3994.]],2017-06-21 23:40:26.170000,earthquake_local,AMKA.AV_20170621234026_EV
AK,ATKA,BH,52.2016,-174.1975,55.0,600.0,manual,0.5,20.780000686645508,2171.0,manual,0.5,606859832,2015-03-22 21:33:47.71,1.03,51.7769,-176.0125,1.266,139.57,,67.27,,3.6,mb,,,1.2,133.33,68.5,[43.09999847 42.90000153 38.40000153],[[5900.]],2015-03-22 21:34:02.490000,earthquake_local,ATKA.AK_20150322213401_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,901.0,autopicker,0.89,1.2999999523162842,1000.0,autopicker,0.65,hv70342316,2018-06-30 08:09:08.060000,,19.4005,-155.27083,,,,0.43,,2.48,ml,,,0.02961,3.29,346.0,[21.79999924 20.60000038 24.        ],[[2198.]],2018-06-30 08:09:00.350000,earthquake_local,AHUD.HV_20180630080859_EV
PB,B065,EH,36.743667,-121.474167,643.0,600.0,manual,0.63,1.8899999856948853,741.0,manual,0.0,nc71537641,2011-03-04 09:21:19.240000,,36.8088333,-121.5416667,0.15,32.0,0.23,4.59,0.38,1.4,md,NC,,0.08468,9.41,320.3,[41.70000076 48.40000153 41.59999847],[[1181.]],2011-03-04 09:21:15.130000,earthquake_local,B065.PB_20110304092114_EV
HP,AMT,HH,37.5324,21.7089,482.0,500.0,manual,0.5,22.63999938964844,2753.0,autopicker,0.63,604367958,2014-02-04 06:40:53.56,0.7,38.2504,20.4381,1.1049,68.759,3.85703,11.16,,3.8,mb,,,1.23,137.28,125.1,[25.70000076 26.60000038 28.10000038],[[5900.]],2014-02-04 06:41:11.200000,earthquake_local,AMT.HP_20140204064110_EV
CN,BNAB,HH,53.4932,-130.6368,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 06:14:30,noise,BNAB.CN_20180115061430_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,700.0,manual,0.62,5.480000019073486,1152.0,manual,0.0,hv61023421,2015-08-29 12:22:31.590000,,19.619,-155.354,,,,13.71,,1.42,md,,,0.2605,28.99,341.0,[ 7.69999981 11.10000038 18.89999962],[[3199.]],2015-08-29 12:22:30.070000,earthquake_local,AHUD.HV_20150829122229_EV
7F,ARK2,EH,35.334099,-92.298203,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-26 15:29:36,noise,ARK2.7F_20100726152936_NO
PR,AOPR,BH,18.346645,-66.753975,355.1,500.0,manual,0.5,31.239999771118164,3031.0,manual,0.5,607083764,2015-04-13 16:31:11.35,1.73,19.1348,-64.7867,0.9623,206.984,,35.0,,3.2,md,,,2.02,225.05,247.5,[19.39999962 20.89999962 18.20000076],[[5900.]],2015-04-13 16:31:37.590000,earthquake_local,AOPR.PR_20150413163136_EV
AV,AUWS,BH,59.3585,-153.4608,487.0,700.0,automatic,0.87,33.9119987487793,3362.5,manual,0.65,ak19433436,2018-05-11 04:58:24.488000,3.41,57.4703,-155.5934,1.68,,5.003,63.2,0.4,5.3,ml,,,2.194,243.53,209.7,[42.5        42.90000153 48.79999924],[[5999.]],2018-05-11 04:58:51.400000,earthquake_local,AUWS.AV_20180511045851_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,765.0,autopicker,0.76,6.619999885559082,1279.0,autopicker,0.61,hv61739931,2017-05-09 17:31:59.640000,,19.32567,-155.16701,,,,1.75,,1.88,md,,,0.2779,30.92,100.0,[29.         28.79999924 25.5       ],[[2001.]],2017-05-09 17:31:58.610000,earthquake_local,AIND.HV_20170509173157_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-04 19:54:00,noise,AHUD.HV_201205041954_NO
5H,BEAV,HH,37.998402,-77.999298,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 00:07:42,noise,BEAV.5H_20180115000742_NO
PB,B065,EH,36.743667,-121.474167,643.0,400.0,manual,0.6,4.269999980926514,728.0,manual,0.54,nc72928010,2017-11-20 13:38:28.430000,,36.633,-121.24817,,,,6.03,,1.03,md,,,0.2126,23.64,121.5,[30.70000076 27.10000038 23.60000038],[[1872.]],2017-11-20 13:38:28.700000,earthquake_local,B065.PB_20171120133827_EV
7F,ARK2,EH,35.334099,-92.298203,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-24 21:07:00,noise,ARK2.7F_20100724210700_NO
TX,ALPN,HH,30.374479,-103.638519,1368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-15 13:32:00,noise,ALPN.TX_20200315133200_NO
LD,BRNY,HH,41.414036,-74.011889,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 09:23:30,noise,BRNY.LD_20180116092330_NO
PB,B065,EH,36.743667,-121.474167,643.0,700.0,manual,0.53,3.619999885559082,937.0,manual,0.58,nc72299046,2014-09-15 01:20:31.230000,,36.69883,-121.27867,,,,8.19,,0.55,md,,,0.1631,18.16,106.0,[24.89999962 21.70000076 21.        ],[[1522.]],2014-09-15 01:20:27.850000,earthquake_local,B065.PB_20140915012026_EV
SN,AMD,EH,36.4526,-116.2818,775.4,400.0,manual,0.95,6.531010150909424,870.353,manual,0.93,nn00258638,2008-08-27 12:03:07.986000,,36.7791,-116.2249,0.1288,140.23,0.0,5.1,2.7,0.2,ml,NN,,0.33,36.59,7.85,[16.60000038 19.10000038 18.79999924],[[2187.]],2008-08-27 12:03:10.517010,earthquake_local,AMD.SN_20080827120309_EV
PB,B045,EH,40.436,-123.9965,29.4,400.0,manual,0.67,8.739999771118164,1072.0,manual,0.59,nc72190520,2014-03-29 08:14:34.520000,,40.30533,-124.49217,,,,9.18,,2.35,md,,,0.4,44.53,250.9,[46.90000153 39.79999924 38.20000076],[[1950.]],2014-03-29 08:14:39.260000,earthquake_local,B045.PB_20140329081438_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,599.0,autopicker,0.82,1.7100000381469729,752.0,autopicker,0.64,hv70260412,2018-06-11 04:43:09.160000,,19.41183,-155.27766,,,,0.56,,2.46,ml,,,0.04224,4.7,341.0,[26.10000038 30.10000038 36.20000076],[[1809.]],2018-06-11 04:43:04.880000,earthquake_local,AHUD.HV_20180611044303_EV
G,AIS,BH,-37.796349,77.569183,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 10:48:54,noise,AIS.G_20180116104854_NO
C1,BO01,HH,-34.3917,-71.0848,262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 11:21:48,noise,BO01.C1_20180115112148_NO
NC,BPRB,HN,36.40721,-121.73067,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-03 14:58:00,noise,BPRB.NC_201803031458_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-04-20 07:01:00,noise,AHUD.HV_201304200701_NO
ZQ,AAM1,HH,-26.427,27.423,1169.9,1110.5,autopicker,0.9,4.440000057220459,1238.5,autopicker,0.67,432557,2007-04-20 04:32:24.000,0.53,-26.432,27.557,0.2,105.0,1.0,2.0,,2.4,ml,,,0.1205,13.38,92.4031,[40.90000153 40.79999924 40.29999924],[[2733.]],2007-04-20 04:32:17.335000,earthquake_local,AAM1.ZQ_20070420043216_EV
AV,ANON,EH,56.919,-158.1737,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 15:02:18,noise,ANON.AV_20180116150218_NO
PB,B054,EH,37.8602,-122.1995,405.6,500.0,manual,0.68,4.679999828338623,848.0,manual,0.54,nc72741080,2016-12-18 17:02:23.250000,,37.8825,-121.97217,,,,10.75,,1.9,md,,,0.1811,20.15,83.0,[46.         48.20000076 44.29999924],[[1321.]],2016-12-18 17:02:22.930000,earthquake_local,B054.PB_20161218170221_EV
PB,B047,EH,40.25047,-124.17133,80.0,500.0,manual,0.61,11.960000038146973,1446.0,manual,0.61,nc72115745,2013-12-06 02:52:36.110000,,40.5208,-124.9663,,,,24.6,,2.5,md,,,0.664,73.88,294.1,[38.70000076 33.79999924 34.59999847],[[2048.]],2013-12-06 02:52:43.070000,earthquake_local,B047.PB_20131206025242_EV
AV,AU22,BH,59.3702,-153.3573,105.0,400.0,manual,0.84,14.513999938964844,1543.4,manual,0.63,ak18484536,2018-02-22 05:43:12.342000,,59.773,-152.2809,,,,74.3,,1.6,ml,,,0.678,75.6,54.0,[7.5       6.        2.0999999],[[3100.]],2018-02-22 05:43:22.856000,earthquake_local,AU22.AV_20180222054321_EV
7F,ARK2,EH,35.334099,-92.298203,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-25 02:39:36,noise,ARK2.7F_20100725023936_NO
HL,ATH,HH,37.97384,23.71767,93.0,900.0,manual,0.5,5.96999979019165,1360.0,manual,0.5,16867774,2010-11-19 04:13:05.53,0.86,38.2499,23.8911,0.4943,105.971,3.11777,8.27,,1.8,ml,,,0.31,34.21,206.4,[22.10000038 18.20000076 18.        ],[[2449.]],2010-11-19 04:13:02.500000,earthquake_local,ATH.HL_20101119041301_EV
CI,BFS,HH,34.238831,-117.658531,1312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:37:30,noise,BFS.CI_20180115023730_NO
AV,AKV,BH,54.1253,-165.9647,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-22 12:01:00,noise,AKV.AV_201809221201_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,916.0,autopicker,0.67,7.210000038146973,1504.0,autopicker,0.74,hv60947066,2015-05-28 01:05:05.910000,,19.3455,-155.0975,,,,5.2,,1.72,md,,,0.3407,37.91,95.0,[35.5        30.39999962 28.        ],[[2155.]],2015-05-28 01:05:03.960000,earthquake_local,AIND.HV_20150528010502_EV
7F,ARK2,EH,35.334099,-92.298203,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-26 19:38:48,noise,ARK2.7F_20100726193848_NO
GO,AKH,HH,41.41,43.4929,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-23 06:51:00,noise,AKH.GO_201212230651_NO
AT,AKUT,BH,54.13517,-165.77185,19.2,800.0,manual,0.78,8.498000144958496,1469.5,manual,0.58,ak0115bxi6w7,2011-04-26 05:31:56.871000,,53.7604,-165.7959,0.29,,0.0,26.7,0.8,1.7,ml,,,0.375,41.74,182.15,[20.39999962 18.89999962 12.60000038],[[3199.]],2011-04-26 05:31:57.369000,earthquake_local,AKUT.AT_20110426053156_EV
PB,B026,EH,45.309351,-123.823049,232.0,400.0,manual,0.55,14.6899995803833,1537.0,manual,0.54,uw61284252,2017-07-23 01:41:38.420000,,45.44517,-122.64367,,,,25.04,,1.74,ml,,,0.8423,93.6,81.1,[39.79999924 31.89999962 26.39999962],[[2539.]],2017-07-23 01:41:49.110000,earthquake_local,B026.PB_20170723014148_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,803.0,autopicker,0.93,4.829999923706055,1156.0,autopicker,0.59,hv60903846,2015-04-25 17:42:52.400000,,19.2845,-155.29767,,,,30.58,,2.36,md,,,0.09244,10.29,200.0,[13.10000038  8.69999981 15.5       ],[[2165.]],2015-04-25 17:42:49.200000,earthquake_local,AHUD.HV_20150425174248_EV
PB,B039,EH,41.4667,-122.4847,923.9,500.0,manual,0.56,12.010000228881836,1448.0,autopicker,0.45,nc73008176,2018-04-29 10:38:35.410000,,41.39733,-121.6225,,,,4.71,,1.4,md,,,0.652,72.48,96.4,[11.69999981 13.         10.80000019],[[3199.]],2018-04-29 10:38:42.420000,earthquake_local,B039.PB_20180429103841_EV
ZQ,AAM3,HH,-26.374,27.416,1597.1,969.0,autopicker,0.94,2.119999885559082,1020.0,autopicker,0.61,437456,2008-07-30 19:26:01.800,0.66,-26.437,27.456,0.3,101.0,1.2,2.0,,2.2,ml,,,0.0724,8.04,150.2496,[51.29999924 48.40000153 49.        ],[[2142.]],2008-07-30 19:25:54.230000,earthquake_local,AAM3.ZQ_20080730192553_EV
7F,ARK2,EH,35.3341,-92.2982,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-29 04:49:00,noise,ARK2.7F_201101290449_NO
PB,B067,EH,36.765,-121.5655,126.2,500.0,manual,0.67,3.3299999237060547,749.0,manual,0.0,nc72096126,2013-10-26 23:50:42.010000,,36.90517,-121.647,,,,9.3,,1.2,md,,,0.155,17.17,335.0,[33.59999847 31.60000038 30.5       ],[[1287.]],2013-10-26 23:50:40.340000,earthquake_local,B067.PB_20131026235039_EV
CI,BBR,HH,34.2623,-116.92075,2069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 00:24:30,noise,BBR.CI_20180115002430_NO
ET,BCRT,EH,35.766,-84.576,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 19:17:48,noise,BCRT.ET_20180115191748_NO
AV,ANNE,EH,56.9119,-158.061,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 02:49:24,noise,ANNE.AV_20180116024924_NO
PB,B023,EH,46.1112,-123.0787,177.4,900.0,manual,1.0,3.2100000381469727,1171.0,manual,0.66,uw60725991,2014-03-22 00:58:54.190000,,46.04467,-122.90717,,,,12.98,,0.91,md,,,0.1367,15.19,119.3,[13.80000019 16.89999962 11.39999962],[[2017.]],2014-03-22 00:58:48.400000,earthquake_local,B023.PB_20140322005847_EV
HA,ACOR,HH,37.8902,22.8692,437.0,900.0,manual,0.5,9.119999885559082,1770.0,manual,0.5,13992631,2009-09-13 08:54:54.68,1.03,37.5627,22.3559,0.8328,37.188,2.12428,3.88,,3.7,mb,,,0.52,58.04,51.1,[51.59999847 46.59999847 45.        ],[[5900.]],2009-09-13 08:54:54.800000,earthquake_local,ACOR.HA_20090913085453_EV
PB,B011,EH,48.649543,-123.448192,22.0,600.0,manual,0.0,14.640000343322754,1650.0,manual,0.93,uw61136666,2016-03-30 01:30:26.790000,,48.87867,-122.22433,,,,15.57,,1.59,ml,,,0.8416,93.51,74.6,[22.10000038 15.89999962 15.5       ],[[3199.]],2016-03-30 01:30:35.430000,earthquake_local,B011.PB_20160330013034_EV
HL,ARG,SH,36.21356,28.12122,148.0,600.0,manual,0.5,11.119999885559082,1280.0,manual,0.5,7255204,2004-02-25 11:12:46.98,0.33,36.0791,28.3675,1.1653,100.471,5.3179,71.16,,3.5,mw,,,0.24,26.72,305.1,[37.90000153 42.         34.5       ],[[5900.]],2004-02-25 11:12:52.100000,earthquake_local,ARG.HL_20040225111251_EV
HL,ARG,SH,36.21356,28.12122,148.0,400.0,manual,0.5,14.720000267028809,1750.0,manual,0.5,7384704,2004-08-04 00:12:00.78,0.63,36.8748,27.6476,0.848,47.201,4.9717,9.9,,3.5,md,,,0.76,84.75,149.5,[44.79999924 41.59999847 30.29999924],[[5900.]],2004-08-04 00:12:11.500000,earthquake_local,ARG.HL_20040804001210_EV
PB,B054,EH,37.86027,-122.19955,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-06 02:43:00,noise,B054.PB_201509060243_NO
SN,AL5S,EH,36.8596,-116.4556,1366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-04 14:45:00,noise,AL5S.SN_200608041445_NO
C1,AC02,HH,-26.8355,-69.1291,3980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-30 07:51:00,noise,AC02.C1_201509300751_NO
PB,B054,EH,37.8602,-122.1995,405.6,400.0,manual,0.65,4.579999923706055,725.0,manual,0.0,nc72251920,2014-07-11 09:08:32.680000,,37.98083,-122.04717,,,,13.68,,2.01,md,,,0.1703,18.94,44.9,[45.59999847 45.29999924 38.70000076],[[1385.]],2014-07-11 09:08:33.260000,earthquake_local,B054.PB_20140711090832_EV
PB,B058,EH,36.7995,-121.5808,114.2,400.0,manual,0.68,2.0899999141693115,560.0,manual,0.53,nc72129401,2013-12-24 00:55:30.140000,,36.881,-121.61367,,,,6.45,,1.8,md,,,0.08559,9.51,342.1,[53.40000153 49.40000153 46.        ],[[1135.]],2013-12-24 00:55:28.230000,earthquake_local,B058.PB_20131224005527_EV
PB,B045,EH,40.436,-123.9965,29.4,700.0,manual,0.65,6.150000095367432,1219.0,manual,0.0,nc72828376,2017-07-05 13:44:18.170000,,40.679,-124.06683,,,,19.16,,2.23,md,,,0.2486,27.63,347.6,[38.79999924 34.40000153 27.39999962],[[1835.]],2017-07-05 13:44:17.320000,earthquake_local,B045.PB_20170705134416_EV
